date,index_all_shortage,energy_shortage,food_shortage,industry_shortage,labor_shortage
1918m5,189.13239,36.050098,43.887074,59.038567,50.156658
1918m6,210.35593,37.874306,51.181492,54.764194,66.535942
1918m7,199.47701,30.521072,56.681992,52.866859,59.407085
1918m8,205.88708,36.226463,39.245338,52.528378,77.886902
1918m9,188.25906,40.578808,44.570168,41.909264,61.200825
1918m10,140.60173,29.986153,25.32164,46.645126,38.648815
1918m11,120.14459,21.478363,27.519152,30.203947,40.94313
1918m12,102.60378,17.970154,22.607611,28.984118,33.041893
1919m1,122.84391,26.516968,30.305105,32.469753,33.552078
1919m2,98.929649,9.7779312,28.183447,27.033102,33.935169
1919m3,83.226669,13.114506,23.706991,25.724607,20.680567
1919m4,74.846695,10.533979,24.394478,19.959118,19.959118
1919m5,96.764252,11.569639,20.509813,29.975882,34.708916
1919m6,87.712166,8.8756351,18.795464,29.759483,30.28158
1919m7,145.17709,34.159317,24.552008,42.165405,44.300362
1919m8,171.8387,32.781536,35.425209,66.620544,37.01141
1919m9,169.3112,40.926216,31.395454,63.912174,33.077354
1919m10,155.41393,33.377491,34.420536,54.759941,32.855965
1919m11,257.61505,112.91213,25.213388,79.47699,40.01255
1919m12,299.65634,150.10614,23.905792,82.836357,42.808052
1920m1,189.10779,45.53587,24.642941,82.500282,36.428696
1920m2,205.00957,55.302311,34.075161,82.115547,33.516552
1920m3,172.23961,40.263805,26.283318,74.376198,31.316294
1920m4,239.20261,39.965054,70.526566,63.473911,65.237076
1920m5,284.74976,51.879875,56.59623,103.1702,73.103462
1920m6,251.42833,62.707779,58.52726,82.415939,47.777359
1920m7,317.37183,118.87426,47.661846,98.688057,52.147667
1920m8,185.59695,62.055424,29.604422,61.486107,32.451
1920m9,150.25803,45.258442,24.137835,51.2929,29.568848
1920m10,129.20103,42.548134,19.198547,38.397095,29.057261
1920m11,108.30939,37.164986,11.149496,45.128914,14.865994
1920m12,84.844833,21.728556,18.10713,25.867329,19.141823
1921m1,77.477097,23.839108,13.906146,28.308939,11.422905
1921m2,40.003925,11.177567,8.2361021,12.354154,8.2361021
1921m3,62.523987,13.546864,10.941697,21.883394,16.152029
1921m4,70.058899,23.019354,13.010939,21.01767,13.010939
1921m5,51.289089,10.879504,17.614433,9.3252888,13.469862
1921m6,65.958168,14.316502,19.429537,17.384325,14.827805
1921m7,65.136711,9.167388,20.264753,24.607201,11.097364
1921m8,68.272003,7.8025146,28.771772,17.068001,14.629715
1921m9,50.038902,7.3741536,17.381933,14.748307,10.534506
1921m10,50.492626,13.337674,16.672092,12.384983,8.0978737
1921m11,40.897461,7.0512862,13.632486,15.51283,4.7008576
1921m12,24.380409,4.5148907,7.6753139,7.6753139,4.5148907
1922m1,38.219078,7.8175387,9.1204624,13.029231,8.2518463
1922m2,45.259197,14.266486,13.282591,10.330904,7.3792171
1922m3,51.653542,17.65933,11.037082,11.037082,11.920048
1922m4,66.168808,29.455793,6.8303285,17.929613,11.953074
1922m5,70.953651,19.427784,10.558578,23.651217,17.316069
1922m6,91.05603,23.414408,13.875204,23.848007,29.918409
1922m7,216.96989,96.62989,17.447063,49.209667,53.683273
1922m8,280.8277,141.98648,19.770269,68.74662,50.324318
1922m9,228.16473,84.774582,21.314754,84.774582,37.300819
1922m10,188.17697,32.116745,21.260378,97.707275,37.092579
1922m11,184.75575,35.327972,21.960632,91.661766,35.805378
1922m12,151.99332,39.725525,17.271967,60.020088,34.975735
1923m1,140.42424,40.240978,15.92872,43.594395,40.660156
1923m2,185.4133,67.165024,24.122648,51.556252,42.569378
1923m3,145.03398,32.942822,14.118352,51.339462,46.633343
1923m4,156.46188,16.272038,25.868366,43.392097,70.92939
1923m5,141.30359,18.048122,21.569706,38.737431,62.948322
1923m6,117.17419,14.92953,22.168091,31.21629,48.860279
1923m7,118.74651,13.895867,29.476084,30.739344,44.635212
1923m8,133.92654,29.957256,32.159996,33.041088,38.768211
1923m9,88.892677,25.792692,21.647438,21.186855,20.265688
1923m10,93.186386,15.030063,31.348415,33.066139,13.741771
1923m11,62.684113,6.052259,18.156776,21.182905,17.292168
1923m12,46.806709,5.3848429,17.397184,14.911871,9.1128101
1924m1,44.749454,9.0220671,11.548246,15.157072,9.0220671
1924m2,41.52317,5.140964,15.422893,13.841057,7.118258
1924m3,46.207909,7.5863733,13.448571,12.758901,12.414065
1924m4,36.972626,6.6550727,9.2431564,11.461514,9.6128826
1924m5,42.587151,5.1845226,13.331631,12.961307,11.109692
1924m6,51.581169,7.1535926,22.966797,10.165631,11.295147
1924m7,63.206787,8.2443638,31.407101,16.096138,7.4591861
1924m8,71.129913,12.968437,33.796532,16.505283,7.8596587
1924m9,43.681465,5.3571606,18.544018,13.186858,6.5934291
1924m10,47.382172,4.5486884,25.396845,12.88795,4.5486884
1924m11,40.905636,4.2853522,20.647606,8.9602823,7.0123949
1924m12,37.514454,5.8012042,12.762649,12.375901,6.5746975
1925m1,43.19445,5.9351149,21.102633,8.5729446,7.5837584
1925m2,42.100159,4.2453942,20.165623,11.674834,6.0143085
1925m3,33.233154,3.4815686,13.609768,12.027237,4.1145811
1925m4,37.781513,3.7106843,17.87875,11.806723,4.385354
1925m5,22.469427,3.965193,10.573848,4.6260586,3.3043275
1925m6,36.948772,6.334075,15.835189,11.260578,3.5189307
1925m7,45.898937,9.4600868,15.76681,11.912701,8.7593393
1925m8,58.290539,15.928229,16.606026,13.217041,12.539244
1925m9,61.190559,18.638502,15.825145,19.341843,7.3850675
1925m10,55.38316,18.345671,12.115066,14.538079,10.384342
1925m11,57.389317,17.832838,10.699703,17.832838,11.023937
1925m12,47.681969,7.1849546,16.329441,15.349675,8.8178988
1926m1,46.339184,13.901755,12.119479,13.188845,7.1291051
1926m2,41.485439,15.085614,8.799942,11.314211,6.2856727
1926m3,35.398701,4.7652097,15.657118,9.1900473,5.7863264
1926m4,27.303997,3.1204569,12.481828,7.8011422,3.9005711
1926m5,49.598949,13.622247,18.512283,8.0336323,9.4307861
1926m6,29.22258,7.0415854,9.5061398,5.6332684,7.0415854
1926m7,50.545982,6.2746735,15.686685,18.475428,10.109197
1926m8,52.341255,8.8881378,18.105467,15.142753,10.204899
1926m9,49.449898,5.1664071,18.820482,16.606308,8.856698
1926m10,53.477863,8.8001547,17.261843,16.923374,10.492492
1926m11,50.20388,10.883359,14.043044,13.691967,11.585511
1926m12,40.236332,11.394361,10.326138,12.106507,6.4093275
1927m1,23.54228,4.0943098,9.2121964,6.1414642,4.0943098
1927m2,35.580715,5.1353612,13.205215,8.8034763,8.4366646
1927m3,25.889471,5.7158575,4.3709497,9.0781269,6.7245378
1927m4,28.185637,8.205945,9.9898462,5.3517027,4.6381426
1927m5,22.507866,5.0390744,8.3984575,4.3671975,4.703136
1927m6,26.43392,9.1637592,9.8686638,4.2294273,3.1720703
1927m7,25.477079,6.1144991,8.4923592,3.0572495,7.8129711
1927m8,23.208525,5.0768647,10.153729,2.5384324,5.4394979
1927m9,18.202621,3.2122276,8.2090263,3.5691416,3.2122276
1927m10,19.397276,1.9726043,5.5890455,9.2054863,2.6301391
1927m11,36.532429,7.0383577,19.439274,6.0328779,4.0219188
1927m12,19.517927,2.6921279,4.0381923,7.7398677,5.04774
1928m1,19.298317,2.6618369,8.6509695,4.3254848,3.6600256
1928m2,25.609039,2.9267473,9.8777723,7.3168683,5.4876513
1928m3,22.323025,2.665436,8.6626663,7.6631279,3.3317947
1928m4,23.951021,3.4215746,11.633354,5.8166771,3.079417
1928m5,19.539633,2.7913761,9.0719719,6.6295185,1.046766
1928m6,20.094988,2.5118735,7.5356207,6.8179426,3.2295518
1928m7,24.33972,1.8439182,14.013778,4.7941871,3.6878364
