date,deregulation_index,regulation_index,foreign_deregulation_index,deregulation_proposed,deregulation_enacted
2021-11-10,53.96,121.83,67.13,42.73,76.69
2021-11-11,53.72,122.01,67.13,42.73,75.97
2021-11-12,53.65,122.0,66.95,42.73,75.73
2021-11-13,53.65,121.93,66.55,42.73,75.73
2021-11-14,53.82,121.35,67.33,42.73,76.25
2021-11-15,53.61,121.47,67.33,42.58,75.94
2021-11-16,52.5,121.41,66.74,42.34,73.05
2021-11-17,52.32,121.63,66.76,41.78,73.65
2021-11-18,52.16,121.61,66.76,41.72,73.3
2021-11-19,52.16,121.66,66.76,41.72,73.3
2021-11-20,52.42,121.63,66.76,42.1,73.3
2021-11-21,52.54,121.32,67.04,42.29,73.3
2021-11-22,52.54,121.26,67.22,42.29,73.3
2021-11-23,52.37,121.19,67.66,42.03,73.3
2021-11-24,52.32,121.19,67.87,41.75,73.73
2021-11-25,52.61,121.22,68.53,41.75,74.61
2021-11-26,52.61,121.1,69.11,41.75,74.61
2021-11-27,52.61,120.86,69.94,41.75,74.61
2021-11-28,52.61,120.76,69.94,41.75,74.61
2021-11-29,52.69,121.09,70.45,41.75,74.84
2021-11-30,53.09,121.26,71.5,41.75,76.04
2021-12-01,53.09,121.36,71.5,41.75,76.04
2021-12-02,53.09,121.42,72.13,41.75,76.04
2021-12-03,52.71,121.28,71.7,41.18,76.04
2021-12-04,52.23,120.96,71.7,40.73,75.49
2021-12-05,52.4,120.85,71.7,40.99,75.49
2021-12-06,52.19,121.01,72.32,40.68,75.49
2021-12-07,52.13,120.93,72.32,40.59,75.49
2021-12-08,51.58,120.78,72.32,40.23,74.57
2021-12-09,51.66,121.12,71.48,40.62,74.01
2021-12-10,51.25,121.11,71.75,40.35,73.3
2021-12-11,51.52,121.16,71.33,40.35,74.12
2021-12-12,51.45,121.0,70.77,40.35,73.91
2021-12-13,51.36,121.09,70.16,40.22,73.91
2021-12-14,51.51,120.68,69.64,40.44,73.91
2021-12-15,51.51,120.26,69.64,40.45,73.91
2021-12-16,51.31,120.07,69.56,40.15,73.91
2021-12-17,51.18,119.84,69.56,39.96,73.91
2021-12-18,51.61,119.47,69.2,39.96,75.19
2021-12-19,51.59,119.16,69.2,40.13,74.79
2021-12-20,51.39,119.28,69.2,40.13,74.2
2021-12-21,51.39,119.3,68.55,40.13,74.2
2021-12-22,51.39,119.08,68.09,40.13,74.2
2021-12-23,51.43,119.22,67.19,40.18,74.2
2021-12-24,51.42,119.18,65.16,40.5,73.52
2021-12-25,50.9,119.26,64.06,40.11,72.74
2021-12-26,50.9,119.09,62.07,40.11,72.74
2021-12-27,51.13,119.28,61.59,40.46,72.74
2021-12-28,51.42,119.37,61.59,40.88,72.74
2021-12-29,51.18,119.28,61.59,40.53,72.74
2021-12-30,50.32,119.19,59.99,40.3,70.61
2021-12-31,50.57,119.38,58.84,40.3,71.34
2022-01-01,50.57,119.53,58.84,40.3,71.34
2022-01-02,50.77,119.27,58.09,40.3,71.98
2022-01-03,50.77,119.48,58.09,40.3,71.98
2022-01-04,50.77,119.54,59.04,40.3,71.98
2022-01-05,50.77,119.31,59.76,40.0,72.56
2022-01-06,50.42,119.12,59.29,40.0,71.5
2022-01-07,50.06,119.14,59.71,39.82,70.77
2022-01-08,49.98,119.04,59.84,40.2,69.78
2022-01-09,49.98,118.91,59.84,40.2,69.78
2022-01-10,49.51,118.93,59.49,39.97,68.84
2022-01-11,49.51,118.91,59.49,39.97,68.84
2022-01-12,49.61,119.06,59.12,40.02,69.0
2022-01-13,49.83,119.27,59.12,40.02,69.67
2022-01-14,49.83,119.52,59.12,40.02,69.67
2022-01-15,50.19,119.49,59.12,40.02,70.77
2022-01-16,50.32,119.41,59.12,40.21,70.77
2022-01-17,50.17,119.52,58.78,39.99,70.77
2022-01-18,50.45,119.53,58.78,40.42,70.77
2022-01-19,50.55,119.29,59.24,40.56,70.77
2022-01-20,51.01,119.1,59.24,41.07,71.11
2022-01-21,51.03,118.85,59.24,40.91,71.5
2022-01-22,50.85,118.54,58.85,40.65,71.5
2022-01-23,50.85,118.13,58.85,40.65,71.5
2022-01-24,51.17,118.04,58.85,40.92,71.92
2022-01-25,51.17,117.98,58.85,40.92,71.92
2022-01-26,51.3,117.95,58.85,41.11,71.92
2022-01-27,51.05,118.06,59.33,40.73,71.92
2022-01-28,50.66,117.78,59.33,40.16,71.92
2022-01-29,50.66,117.37,59.96,40.16,71.92
2022-01-30,50.43,116.79,59.96,40.16,71.21
2022-01-31,50.95,117.02,59.96,40.16,72.81
2022-02-01,51.13,116.83,60.37,40.16,73.35
2022-02-02,51.26,116.72,61.22,40.35,73.35
2022-02-03,51.26,116.32,61.22,40.35,73.35
2022-02-04,51.38,116.28,61.64,40.53,73.35
2022-02-05,51.56,116.22,62.14,40.86,73.23
2022-02-06,51.47,116.0,62.14,40.86,72.96
2022-02-07,51.47,116.04,62.14,40.86,72.96
2022-02-08,51.51,116.13,62.52,40.67,73.47
2022-02-09,51.96,116.02,62.52,40.67,74.82
2022-02-10,51.86,116.0,62.1,40.39,75.08
2022-02-11,51.65,115.92,62.1,40.39,74.45
2022-02-12,51.46,116.0,61.66,40.1,74.45
2022-02-13,51.46,115.85,61.06,40.1,74.45
2022-02-14,51.61,116.16,61.06,40.32,74.45
2022-02-15,51.61,116.36,61.06,40.32,74.45
2022-02-16,51.82,116.43,61.42,40.48,74.77
2022-02-17,51.72,116.54,61.42,40.64,74.15
2022-02-18,51.72,116.26,61.41,40.64,74.15
2022-02-19,51.79,116.05,60.98,40.45,74.75
2022-02-20,51.55,116.05,60.98,40.09,74.75
2022-02-21,51.23,116.2,60.98,39.85,74.26
2022-02-22,50.73,116.26,60.98,39.85,72.77
2022-02-23,50.73,116.23,60.98,39.85,72.77
2022-02-24,50.79,116.16,61.41,40.03,72.55
2022-02-25,50.91,116.11,61.41,40.03,72.93
2022-02-26,51.08,116.2,61.41,40.28,72.93
2022-02-27,50.9,116.06,61.41,40.02,72.93
2022-02-28,50.87,116.1,61.41,39.97,72.93
2022-03-01,50.7,116.24,61.41,39.72,72.93
2022-03-02,50.46,116.37,61.41,39.68,72.28
2022-03-03,50.23,116.23,61.32,39.64,71.66
2022-03-04,50.1,116.22,62.05,39.45,71.66
2022-03-05,49.93,116.14,62.05,39.45,71.14
2022-03-06,49.93,115.95,62.05,39.45,71.14
2022-03-07,49.94,116.39,61.71,39.69,70.69
2022-03-08,49.46,116.77,61.71,39.33,69.96
2022-03-09,49.65,116.89,62.14,39.62,69.96
2022-03-10,49.77,116.75,61.13,39.79,69.96
2022-03-11,49.77,116.83,61.12,39.79,69.96
2022-03-12,49.73,116.77,60.67,39.73,69.96
2022-03-13,49.66,116.51,60.06,39.46,70.32
2022-03-14,49.76,116.56,60.06,39.6,70.32
2022-03-15,49.76,116.62,60.06,39.6,70.32
2022-03-16,49.7,116.58,59.93,39.51,70.32
2022-03-17,49.78,116.63,59.93,39.83,69.91
2022-03-18,49.78,116.62,59.93,39.83,69.91
2022-03-19,49.54,116.48,59.53,39.65,69.56
2022-03-20,49.35,116.37,59.53,39.37,69.56
2022-03-21,49.83,116.54,59.53,39.37,71.0
2022-03-22,49.38,116.6,58.92,38.96,70.46
2022-03-23,49.52,116.32,58.92,39.17,70.46
2022-03-24,49.82,116.01,59.45,39.62,70.46
2022-03-25,50.41,115.87,61.06,40.16,71.18
2022-03-26,50.58,115.57,62.18,40.4,71.18
2022-03-27,50.5,115.44,62.0,40.4,70.93
2022-03-28,50.83,115.55,61.41,40.9,70.93
2022-03-29,51.25,115.53,61.76,41.29,71.41
2022-03-30,51.32,115.52,62.2,41.4,71.41
2022-03-31,51.54,115.74,62.2,41.72,71.41
2022-04-01,51.51,115.52,62.2,41.89,70.99
2022-04-02,51.56,115.18,61.78,42.24,70.43
2022-04-03,51.38,115.14,62.16,41.97,70.43
2022-04-04,51.38,115.19,62.16,41.97,70.43
2022-04-05,51.56,115.09,62.16,41.97,70.97
2022-04-06,51.02,115.44,61.69,41.67,69.94
2022-04-07,50.68,115.27,61.23,41.16,69.94
2022-04-08,51.14,115.29,61.62,41.59,70.46
2022-04-09,51.24,115.45,62.18,41.13,71.7
2022-04-10,51.18,115.0,62.0,41.05,71.7
2022-04-11,51.54,115.34,61.66,41.07,72.72
2022-04-12,51.68,115.59,61.66,41.07,73.15
2022-04-13,51.99,115.55,61.66,41.07,74.09
2022-04-14,52.18,115.39,61.2,41.36,74.09
2022-04-15,52.25,115.36,61.62,41.19,74.65
2022-04-16,52.75,115.63,62.19,41.68,75.15
2022-04-17,52.75,115.48,62.19,41.68,75.15
2022-04-18,52.81,115.41,62.19,41.97,74.76
2022-04-19,53.0,115.05,62.19,41.68,75.93
2022-04-20,53.2,114.78,62.19,41.09,77.71
2022-04-21,53.07,114.68,62.19,40.89,77.71
2022-04-22,53.37,114.58,62.19,40.89,78.64
2022-04-23,53.33,114.56,62.19,40.82,78.64
2022-04-24,53.33,114.26,62.19,40.82,78.64
2022-04-25,53.56,114.09,62.19,40.65,79.67
2022-04-26,53.83,113.99,60.23,40.41,80.99
2022-04-27,53.95,113.75,59.96,40.59,80.99
2022-04-28,53.88,113.72,59.5,40.59,80.78
2022-04-29,53.64,113.6,59.79,40.29,80.66
2022-04-30,53.64,113.67,59.79,40.48,80.25
2022-05-01,53.22,113.41,59.79,40.69,78.59
2022-05-02,53.48,113.45,59.79,40.69,79.38
2022-05-03,53.65,113.52,59.79,40.69,79.89
2022-05-04,54.06,113.23,58.6,40.81,80.88
2022-05-05,54.18,113.29,58.6,41.2,80.45
2022-05-06,54.16,113.58,58.12,41.38,80.02
2022-05-07,54.16,113.56,58.12,41.38,80.02
2022-05-08,53.39,112.93,56.95,40.87,78.73
2022-05-09,53.29,112.84,56.95,40.72,78.73
2022-05-10,52.99,112.43,57.41,40.28,78.73
2022-05-11,53.11,112.18,57.41,40.45,78.73
2022-05-12,53.14,112.19,57.41,40.78,78.15
2022-05-13,53.39,112.27,57.15,40.98,78.52
2022-05-14,53.39,112.24,57.15,41.23,77.99
2022-05-15,53.39,112.24,57.51,41.23,77.99
2022-05-16,53.64,112.4,57.51,41.23,78.74
2022-05-17,54.21,112.67,58.81,41.88,79.17
2022-05-18,54.41,112.64,58.97,42.44,78.63
2022-05-19,54.52,112.47,58.47,42.44,78.98
2022-05-20,54.61,112.32,57.98,42.4,79.33
2022-05-21,54.35,112.22,57.98,42.4,78.55
2022-05-22,53.85,111.93,57.98,42.55,76.72
2022-05-23,53.66,111.97,58.62,42.41,76.43
2022-05-24,53.71,112.0,58.62,42.49,76.43
2022-05-25,53.49,112.18,58.62,42.49,75.74
2022-05-26,53.49,112.34,58.62,42.49,75.74
2022-05-27,53.49,112.47,58.62,42.49,75.74
2022-05-28,53.35,112.13,58.62,42.29,75.74
2022-05-29,53.45,111.99,58.62,42.29,76.02
2022-05-30,53.82,112.11,58.62,42.57,76.59
2022-05-31,54.22,112.08,58.62,42.87,77.2
2022-06-01,54.58,112.58,58.97,43.14,77.73
2022-06-02,54.92,112.5,59.36,43.65,77.73
2022-06-03,54.88,112.47,59.74,43.9,77.11
2022-06-04,54.68,112.61,59.74,43.9,76.5
2022-06-05,54.83,112.48,59.74,43.9,76.96
2022-06-06,55.08,112.45,59.74,43.9,77.7
2022-06-07,55.43,112.61,59.74,44.16,78.23
2022-06-08,55.45,112.61,59.74,44.37,77.88
2022-06-09,55.65,112.4,59.74,44.66,77.88
2022-06-10,55.23,112.07,59.74,44.03,77.88
2022-06-11,55.44,111.87,60.23,44.03,78.53
2022-06-12,54.98,111.51,59.62,43.37,78.48
2022-06-13,54.98,111.54,59.26,43.37,78.48
2022-06-14,55.28,111.75,60.0,43.86,78.39
2022-06-15,55.77,112.08,60.42,44.13,79.32
2022-06-16,55.63,112.09,60.27,44.24,78.69
2022-06-17,55.63,112.03,60.27,44.24,78.69
2022-06-18,55.96,112.11,60.37,44.06,80.06
2022-06-19,56.04,112.12,60.75,43.93,80.56
2022-06-20,56.3,112.24,60.37,44.32,80.56
2022-06-21,56.46,112.42,60.37,44.96,79.75
2022-06-22,56.09,112.4,60.37,44.96,78.61
2022-06-23,55.71,112.26,59.66,44.77,77.86
2022-06-24,55.56,112.37,60.03,44.59,77.76
2022-06-25,55.16,112.7,60.48,44.59,76.56
2022-06-26,54.9,112.85,60.48,44.72,75.5
2022-06-27,54.9,113.21,60.04,44.72,75.5
2022-06-28,54.9,113.25,59.44,44.72,75.5
2022-06-29,54.52,113.19,59.44,44.43,74.92
2022-06-30,54.65,113.08,59.0,44.24,75.71
2022-07-01,54.77,112.94,59.0,44.24,76.07
2022-07-02,54.73,113.08,59.0,44.47,75.5
2022-07-03,54.95,112.87,59.0,44.2,76.7
2022-07-04,55.12,112.86,59.0,44.45,76.7
2022-07-05,55.12,112.95,59.47,44.45,76.7
2022-07-06,55.12,113.19,60.0,44.45,76.7
2022-07-07,55.25,113.39,60.02,44.66,76.7
2022-07-08,55.25,113.33,60.46,44.66,76.7
2022-07-09,55.54,113.38,60.66,45.08,76.7
2022-07-10,55.36,112.84,61.06,44.81,76.7
2022-07-11,55.36,112.72,61.06,44.81,76.7
2022-07-12,55.46,112.75,59.97,44.81,77.01
2022-07-13,55.62,112.78,59.54,44.81,77.49
2022-07-14,55.06,112.46,58.69,43.98,77.49
2022-07-15,54.61,112.36,58.26,43.31,77.49
2022-07-16,55.08,112.46,58.79,44.01,77.49
2022-07-17,54.79,112.48,58.13,44.01,76.61
2022-07-18,54.48,112.48,58.13,43.83,76.04
2022-07-19,54.15,112.47,58.13,43.83,75.06
2022-07-20,53.96,112.37,58.13,43.54,75.06
2022-07-21,53.96,112.41,58.52,43.54,75.06
2022-07-22,53.84,112.58,58.93,43.36,75.06
2022-07-23,53.65,112.48,59.19,43.07,75.06
2022-07-24,53.65,112.51,59.19,43.07,75.06
2022-07-25,53.57,112.51,58.81,42.74,75.5
2022-07-26,53.77,112.57,58.81,43.03,75.5
2022-07-27,53.77,112.87,59.26,43.03,75.5
2022-07-28,53.82,113.21,58.51,43.11,75.5
2022-07-29,53.82,113.77,58.9,43.11,75.5
2022-07-30,54.07,113.78,58.9,43.11,76.25
2022-07-31,54.48,113.7,58.9,43.46,76.78
2022-08-01,54.48,113.96,58.9,43.46,76.78
2022-08-02,54.21,114.28,58.29,43.06,76.78
2022-08-03,54.38,114.25,58.29,43.06,77.29
2022-08-04,54.38,114.31,58.29,43.06,77.29
2022-08-05,54.38,114.06,58.29,43.06,77.29
2022-08-06,54.38,114.16,58.29,43.06,77.29
2022-08-07,53.98,114.34,57.18,42.33,77.54
2022-08-08,54.09,114.65,56.76,42.51,77.54
2022-08-09,53.83,115.11,56.76,42.51,76.74
2022-08-10,53.7,115.33,56.33,42.32,76.74
2022-08-11,53.56,115.07,56.33,42.1,76.74
2022-08-12,53.56,115.11,56.73,42.1,76.74
2022-08-13,53.56,115.45,56.73,42.1,76.74
2022-08-14,53.31,115.32,56.73,41.74,76.74
2022-08-15,53.31,115.42,56.73,41.74,76.74
2022-08-16,53.42,115.43,56.73,41.89,76.74
2022-08-17,53.68,115.46,56.73,41.89,77.53
2022-08-18,53.68,115.47,56.73,41.89,77.53
2022-08-19,53.55,115.44,56.73,41.69,77.53
2022-08-20,53.4,115.43,57.26,41.47,77.53
2022-08-21,53.51,115.16,57.26,41.47,77.87
2022-08-22,53.51,115.46,57.26,41.47,77.87
2022-08-23,53.51,115.47,57.26,41.47,77.87
2022-08-24,53.51,115.46,57.26,41.47,77.87
2022-08-25,53.51,115.57,56.81,41.47,77.87
2022-08-26,53.52,115.61,56.83,41.49,77.87
2022-08-27,53.53,115.69,57.34,41.5,77.87
2022-08-28,53.53,115.52,57.34,41.5,77.87
2022-08-29,53.53,115.73,57.34,41.5,77.87
2022-08-30,53.77,115.87,57.34,41.5,78.61
2022-08-31,53.59,115.7,57.34,41.5,78.07
2022-09-01,53.59,115.54,57.73,41.5,78.07
2022-09-02,53.93,115.66,58.12,42.01,78.07
2022-09-03,53.93,115.89,58.67,42.01,78.07
2022-09-04,53.67,115.7,58.92,41.61,78.07
2022-09-05,53.67,115.57,58.92,41.61,78.07
2022-09-06,53.67,116.07,58.92,41.61,78.07
2022-09-07,53.92,116.34,58.92,42.39,77.27
2022-09-08,54.1,116.21,58.83,42.65,77.27
2022-09-09,54.33,115.84,58.39,43.0,77.27
2022-09-10,54.09,115.01,58.39,43.0,76.54
2022-09-11,53.86,114.49,58.39,43.0,75.84
2022-09-12,53.86,114.8,58.93,43.0,75.84
2022-09-13,53.63,114.96,59.04,42.76,75.64
2022-09-14,53.44,115.09,59.04,42.76,75.05
2022-09-15,53.44,115.25,59.41,42.76,75.05
2022-09-16,53.22,115.26,59.08,42.76,74.39
2022-09-17,53.42,115.05,59.08,43.06,74.39
2022-09-18,52.79,114.83,59.08,42.47,73.68
2022-09-19,52.79,114.86,59.64,42.47,73.68
2022-09-20,52.44,114.73,60.07,42.23,73.09
2022-09-21,52.64,114.8,60.53,42.53,73.09
2022-09-22,52.7,114.77,60.52,42.62,73.09
2022-09-23,52.82,114.61,60.52,42.8,73.09
2022-09-24,53.08,114.46,60.52,43.12,73.24
2022-09-25,53.08,114.44,60.52,43.12,73.24
2022-09-26,53.38,114.51,60.52,43.49,73.4
2022-09-27,53.9,114.48,61.3,44.09,73.74
2022-09-28,54.08,114.49,61.3,44.09,74.29
2022-09-29,54.08,114.42,61.3,44.09,74.29
2022-09-30,54.4,114.16,62.03,44.58,74.29
2022-10-01,55.23,114.05,62.55,45.48,74.98
2022-10-02,55.06,113.6,62.86,45.21,74.98
2022-10-03,55.28,113.61,62.86,45.73,74.61
2022-10-04,55.29,113.66,62.86,45.75,74.61
2022-10-05,55.47,113.54,62.86,45.75,75.13
2022-10-06,55.63,113.31,62.86,45.75,75.64
2022-10-07,56.12,113.13,62.23,45.91,76.79
2022-10-08,55.69,113.09,62.38,45.26,76.79
2022-10-09,55.51,112.86,62.38,44.99,76.79
2022-10-10,55.43,112.64,62.38,45.05,76.44
2022-10-11,55.98,112.87,62.8,45.6,77.0
2022-10-12,56.1,113.05,62.8,45.78,76.99
2022-10-13,56.04,113.22,62.39,45.96,76.44
2022-10-14,56.15,113.5,61.96,46.13,76.44
2022-10-15,56.44,113.69,61.96,46.56,76.44
2022-10-16,56.69,113.64,61.96,46.94,76.44
2022-10-17,56.69,113.78,61.96,46.94,76.44
2022-10-18,56.53,113.67,61.96,46.7,76.44
2022-10-19,56.0,113.49,61.5,46.5,75.24
2022-10-20,56.17,113.35,61.5,46.75,75.24
2022-10-21,56.55,112.97,61.5,47.32,75.24
2022-10-22,56.58,112.81,61.5,47.35,75.24
2022-10-23,56.39,112.64,61.5,47.35,74.69
2022-10-24,56.39,112.84,61.5,47.35,74.69
2022-10-25,56.19,112.78,61.5,47.52,73.75
2022-10-26,55.96,112.43,61.5,47.17,73.75
2022-10-27,55.96,112.06,61.11,47.17,73.75
2022-10-28,56.07,111.83,60.68,47.34,73.75
2022-10-29,56.52,111.88,61.19,47.7,74.36
2022-10-30,56.44,111.64,60.56,48.0,73.51
2022-10-31,55.81,111.51,59.84,47.29,73.04
2022-11-01,55.24,111.05,58.87,46.44,73.04
2022-11-02,55.24,110.51,58.87,46.44,73.04
2022-11-03,55.24,110.26,58.87,46.44,73.04
2022-11-04,55.24,110.53,59.22,46.44,73.04
2022-11-05,55.42,110.36,59.79,46.44,73.61
2022-11-06,55.56,109.88,59.79,46.44,74.03
2022-11-07,55.28,109.52,60.22,46.01,74.03
2022-11-08,54.73,109.55,59.6,45.19,74.03
2022-11-09,54.26,109.35,59.8,44.8,73.43
2022-11-10,54.06,109.04,59.8,44.5,73.43
2022-11-11,54.18,109.14,60.18,44.67,73.43
2022-11-12,54.56,109.37,61.44,45.55,72.8
2022-11-13,54.68,109.43,62.25,45.73,72.8
2022-11-14,54.72,109.58,61.95,45.73,72.92
2022-11-15,54.72,109.58,61.95,45.73,72.92
2022-11-16,54.53,109.27,61.95,45.44,72.92
2022-11-17,54.45,109.13,61.51,45.44,72.68
2022-11-18,54.42,109.13,61.87,45.24,73.0
2022-11-19,54.42,109.0,61.87,45.24,73.0
2022-11-20,54.41,109.04,61.87,45.23,73.0
2022-11-21,54.73,109.23,61.59,45.37,73.67
2022-11-22,54.96,109.55,61.4,45.37,74.36
2022-11-23,55.07,109.72,60.97,45.37,74.7
2022-11-24,55.07,109.66,60.33,45.37,74.71
2022-11-25,54.78,109.49,60.18,45.37,73.83
2022-11-26,54.78,109.52,60.81,45.37,73.83
2022-11-27,54.78,109.48,59.98,45.37,73.83
2022-11-28,54.78,109.6,59.98,45.37,73.83
2022-11-29,54.88,109.5,59.47,45.63,73.6
2022-11-30,54.65,109.56,58.42,45.89,72.4
2022-12-01,54.65,110.0,58.42,45.89,72.4
2022-12-02,54.65,110.03,58.17,45.89,72.4
2022-12-03,54.87,109.84,58.17,46.21,72.4
2022-12-04,54.8,109.74,58.17,45.94,72.72
2022-12-05,54.62,109.77,58.17,45.68,72.72
2022-12-06,54.62,109.68,57.56,45.68,72.72
2022-12-07,54.69,109.58,57.92,45.38,73.53
2022-12-08,54.8,109.66,58.27,45.55,73.53
2022-12-09,55.15,109.49,58.27,45.77,74.14
2022-12-10,54.98,109.37,58.01,45.77,73.62
2022-12-11,54.87,109.24,58.01,45.77,73.3
2022-12-12,54.93,109.14,58.56,46.13,72.75
2022-12-13,55.1,109.17,58.94,46.13,73.25
2022-12-14,55.07,109.31,59.63,46.09,73.25
2022-12-15,55.18,109.51,60.04,46.26,73.25
2022-12-16,55.5,109.58,59.67,46.54,73.63
2022-12-17,55.5,109.48,59.67,46.54,73.63
2022-12-18,55.08,109.24,59.67,46.54,72.36
2022-12-19,54.85,109.37,59.67,46.37,72.02
2022-12-20,55.11,109.48,59.67,46.76,72.02
2022-12-21,55.11,109.72,59.67,46.76,72.02
2022-12-22,55.11,109.74,59.67,46.76,72.02
2022-12-23,54.88,109.52,59.67,46.42,72.02
2022-12-24,54.83,109.35,59.67,46.09,72.51
2022-12-25,55.03,109.27,58.41,46.09,73.12
2022-12-26,55.03,109.38,58.41,46.09,73.12
2022-12-27,55.14,109.5,58.41,46.25,73.12
2022-12-28,55.12,109.53,58.41,46.23,73.12
2022-12-29,55.42,109.63,58.92,46.46,73.57
2022-12-30,55.65,109.44,58.92,46.46,74.25
2022-12-31,55.24,109.32,58.92,46.46,73.01
2023-01-01,55.41,108.94,58.92,46.71,73.01
2023-01-02,55.2,108.87,58.92,46.71,72.38
2023-01-03,56.08,108.77,59.93,46.71,75.05
2023-01-04,56.82,109.05,59.48,46.93,76.84
2023-01-05,56.76,109.18,58.75,47.14,76.25
2023-01-06,56.89,109.37,58.75,47.32,76.25
2023-01-07,56.89,109.25,58.33,47.32,76.25
2023-01-08,56.79,109.25,58.11,47.18,76.25
2023-01-09,56.79,109.14,58.11,47.18,76.25
2023-01-10,57.12,109.24,58.11,47.42,76.75
2023-01-11,57.32,109.32,58.11,47.73,76.75
2023-01-12,56.96,109.24,58.4,47.51,76.09
2023-01-13,56.74,109.23,58.87,47.51,75.42
2023-01-14,56.74,109.31,58.87,47.51,75.42
2023-01-15,56.37,109.26,58.87,47.51,74.33
2023-01-16,56.25,109.4,59.62,47.32,74.33
2023-01-17,56.25,109.4,59.62,47.32,74.33
2023-01-18,55.96,109.28,59.62,46.89,74.33
2023-01-19,55.76,109.31,59.64,46.58,74.33
2023-01-20,55.19,109.37,59.64,45.9,73.98
2023-01-21,55.06,109.42,59.64,45.9,73.59
2023-01-22,55.06,109.25,59.64,45.9,73.59
2023-01-23,55.06,109.59,59.64,45.9,73.59
2023-01-24,54.73,109.85,60.25,45.64,73.12
2023-01-25,54.73,110.07,60.74,45.64,73.12
2023-01-26,54.6,109.89,61.16,45.45,73.12
2023-01-27,54.6,109.79,60.68,45.45,73.12
2023-01-28,54.6,109.79,61.26,45.45,73.12
2023-01-29,55.18,110.06,60.63,45.88,74.0
2023-01-30,55.18,110.37,60.63,45.88,74.0
2023-01-31,54.94,110.26,61.02,46.05,72.93
2023-02-01,55.2,110.39,60.95,46.35,73.13
2023-02-02,55.19,110.41,60.09,46.33,73.13
2023-02-03,55.53,110.51,60.48,46.84,73.13
2023-02-04,55.41,110.47,60.06,46.66,73.13
2023-02-05,55.23,110.42,59.56,46.6,72.69
2023-02-06,55.23,110.5,59.56,46.6,72.69
2023-02-07,55.41,110.54,59.56,46.6,73.24
2023-02-08,55.13,110.5,59.58,46.43,72.73
2023-02-09,54.68,110.45,59.83,46.43,71.38
2023-02-10,54.75,110.41,60.21,46.94,70.56
2023-02-11,55.08,110.45,60.76,47.3,70.85
2023-02-12,55.08,110.27,60.76,47.3,70.85
2023-02-13,55.08,110.29,60.76,47.3,70.85
2023-02-14,54.93,110.09,60.76,47.07,70.85
2023-02-15,55.05,109.95,61.15,47.24,70.85
2023-02-16,55.12,110.13,61.17,47.26,71.05
2023-02-17,55.01,110.23,61.17,47.09,71.05
2023-02-18,55.18,110.61,60.77,47.09,71.54
2023-02-19,55.2,110.54,60.77,47.09,71.6
2023-02-20,55.72,110.46,60.77,47.09,73.17
2023-02-21,55.72,110.36,60.77,47.09,73.17
2023-02-22,56.09,110.44,60.77,47.66,73.17
2023-02-23,56.22,110.62,61.21,47.66,73.56
2023-02-24,55.97,110.75,61.27,47.47,73.18
2023-02-25,56.11,110.94,62.48,47.87,72.8
2023-02-26,56.07,110.89,62.48,47.62,73.18
2023-02-27,56.31,111.21,62.48,47.98,73.18
2023-02-28,56.27,111.65,62.92,47.62,73.77
2023-03-01,56.48,111.85,62.92,47.62,74.4
2023-03-02,56.36,111.68,62.92,47.45,74.4
2023-03-03,56.54,111.91,63.36,47.28,75.27
2023-03-04,56.54,111.97,63.17,47.28,75.27
2023-03-05,56.7,112.05,63.17,47.28,75.77
2023-03-06,56.7,112.4,63.17,47.28,75.77
2023-03-07,57.05,112.38,63.66,47.37,76.64
2023-03-08,57.28,112.35,64.05,47.37,77.34
2023-03-09,57.29,112.09,64.06,47.38,77.34
2023-03-10,57.49,111.97,64.5,47.68,77.34
2023-03-11,57.49,112.0,64.64,47.68,77.34
2023-03-12,57.43,112.0,64.64,47.45,77.65
2023-03-13,57.32,112.29,64.64,47.45,77.3
2023-03-14,57.43,112.6,65.12,47.15,78.26
2023-03-15,57.43,113.15,65.12,47.15,78.26
2023-03-16,57.38,113.65,64.74,46.89,78.59
2023-03-17,57.17,114.0,64.74,46.58,78.59
2023-03-18,57.17,114.43,65.34,46.58,78.59
2023-03-19,57.29,114.51,65.77,46.77,78.59
2023-03-20,57.29,114.86,67.02,46.77,78.59
2023-03-21,56.81,114.87,68.07,46.77,77.15
2023-03-22,57.06,115.01,68.63,46.77,77.88
2023-03-23,56.92,115.5,70.35,46.56,77.88
2023-03-24,56.62,115.72,69.83,46.11,77.88
2023-03-25,56.02,115.74,68.21,45.58,77.16
2023-03-26,56.32,115.95,67.09,45.53,78.15
2023-03-27,56.15,116.0,66.7,45.53,77.64
2023-03-28,55.82,116.25,66.7,45.03,77.64
2023-03-29,56.32,116.54,67.31,45.4,78.44
2023-03-30,56.77,117.05,67.23,45.47,79.65
2023-03-31,56.73,117.2,67.23,45.41,79.65
2023-04-01,56.83,117.52,67.23,45.23,80.3
2023-04-02,56.59,117.67,67.23,44.88,80.3
2023-04-03,56.88,118.24,66.86,45.3,80.3
2023-04-04,57.14,118.5,66.86,45.69,80.3
2023-04-05,57.27,118.46,67.21,46.16,79.76
2023-04-06,57.27,118.0,67.21,46.16,79.76
2023-04-07,57.42,118.13,68.08,46.16,80.22
2023-04-08,57.26,118.31,67.69,45.73,80.59
2023-04-09,56.85,118.28,67.13,45.73,79.34
