n_month,year,GPRC_ARG,GPRC_AUS,GPRC_BEL,GPRC_BRA,GPRC_CAN,GPRC_CHE,GPRC_CHL,GPRC_CHN,GPRC_COL,GPRC_DEU,GPRC_DNK,GPRC_ESP,GPRC_FIN,GPRC_FRA,GPRC_GBR,GPRC_HKG,GPRC_IDN,GPRC_IND,GPRC_ISR,GPRC_ITA,GPRC_JPN,GPRC_KOR,GPRC_MEX,GPRC_MYS,GPRC_NLD,GPRC_NOR,GPRC_PER,GPRC_PHL,GPRC_PRT,GPRC_RUS,GPRC_SAU,GPRC_SWE,GPRC_THA,GPRC_TUR,GPRC_TWN,GPRC_UKR,GPRC_USA,GPRC_VEN,GPRC_ZAF
10,2004,0,.12956017,.034094784,.088646434,.12274122,.040913742,0,.33412889,.027275827,.28639618,.040913742,.19093078,.0068189567,.52505964,.64098191,0,.088646434,.18411183,.38868052,.156836,.28639618,.30685306,.10910331,.034094784,.068189569,.047732696,.020456871,.020456871,.0068189567,.61370611,.156836,.034094784,.047732696,.19093078,.013637913,.013637913,3.5458574,.0068189567,.047732696
11,2004,.015177961,.10624573,.15177962,.068300828,.14419064,.045533884,.12901267,.35668209,.075889811,.52363968,.030355923,.16695757,.037944905,.92585564,.91067767,.015177961,.037944905,.22766942,.43257192,.12142369,.18972452,.27320331,.10624573,.015177961,.091067769,.075889811,.0075889807,.083478786,.022766942,.53122866,.18213554,.022766942,.083478786,.17454655,.030355923,.12901267,3.7186005,.045533884,.15177962
12,2004,.015095479,.052834176,.037738696,.037738696,.14340705,.045286436,.045286436,.28681409,.030190958,.28681409,.030190958,.083025135,.0075477394,.34719601,.43776888,.045286436,.10566835,.18114574,.3245528,.083025135,.12831157,.19624123,.098120615,.030190958,.075477391,.037738696,.022643218,.052834176,.0075477394,.38493472,.22643219,.0075477394,.098120615,.14340705,.075477391,.18869349,2.9134274,.022643218,.083025135
1,2005,.036726899,.15425298,.022036139,.029381519,.05141766,.01469076,.01469076,.31585133,.022036139,.18363449,.036726899,.12487146,.022036139,.34523284,.41868666,.01469076,.27177906,.24239753,.41868666,.095489934,.1469076,.24239753,.12487146,.029381519,.088144556,.058763038,.05141766,.036726899,.0073453798,.28646982,.24974291,.05141766,.16894373,.088144556,.044072278,.080799177,2.7471721,.05141766,.029381519
2,2005,.015654352,.070444584,.23481528,.031308703,.13306199,.023481527,.0078271758,.5244208,.10175329,.46180338,.015654352,.078271762,.023481527,.61834693,.61834693,.0078271758,.093926109,.1956794,.47745773,.21133375,.31308705,.48528489,.10958046,.023481527,.078271762,.031308703,.023481527,.070444584,.0078271758,.54790235,.10958046,.015654352,.039135881,.13306199,.14088917,.078271762,3.0995617,.039135881,.046963055
3,2005,.0070091821,.021027546,.056073457,.042055093,.084110186,.021027546,.014018364,.41354173,.042055093,.23130301,.014018364,.091119364,.014018364,.49765193,.44858766,.014018364,.049064275,.18924792,.3925142,.14018364,.14719282,.29438564,.077101,0,.049064275,.014018364,.014018364,.084110186,.021027546,.48363355,.18223873,.021027546,.042055093,.035045911,.16121119,.16121119,2.5233054,.035045911,.028036729
4,2005,0,.059132233,.029566117,.029566117,.08869835,.014783058,.0073915292,.28826964,.051740706,.18478823,.022174587,.11087294,.0073915292,.31044424,.22913741,.0073915292,.014783058,.1995713,.1773967,.059132233,.11826447,.22913741,.044349175,0,.044349175,.036957648,0,.014783058,0,.25131199,.08869835,.014783058,.029566117,.066523761,.066523761,.022174587,2.6092098,.014783058,.08869835
5,2005,.028855866,.050497763,.086567596,.043283798,.10099553,.0072139665,.0072139665,.36069831,.028855866,.35348433,.0072139665,.10099553,.014427933,.50497764,.56990331,.021641899,.072139665,.10820949,.27413073,.10820949,.33184245,.41119608,.12263743,.0072139665,.036069833,.0072139665,.014427933,.028855866,.014427933,.44005194,.10820949,.021641899,.050497763,.057711732,.014427933,.021641899,2.8278747,.028855866,.014427933
6,2005,.0073948088,.06655328,.081342898,.044368852,.051763661,.022184426,.0073948088,.36974046,.029579235,.19226503,.029579235,.073948085,.0073948088,.28100273,.33276638,.014789618,.05915847,.18487023,.20705464,.10352732,.19226503,.28100273,.044368852,.029579235,.036974043,.05915847,.014789618,.022184426,.0073948088,.39192486,.15529099,.036974043,.051763661,.15529099,.081342898,.014789618,2.4254973,.036974043,.036974043
7,2005,.014857737,.10400416,.08914642,.14114851,.11143303,.022286605,.022286605,.60916722,.029715475,.30458361,.10400416,.51259196,.037144344,.49773419,1.8795037,.059430949,.08914642,.29715475,.48287645,.26743928,.45316097,.42344552,.14857738,.014857737,.15600625,.037144344,.0074288687,.037144344,.022286605,.60916722,.20057945,.014857737,.08914642,.30458361,.10400416,.05200208,4.1007357,.014857737,.05200208
8,2005,.031189084,.07797271,.031189084,.085769981,.10916179,.007797271,.007797271,.37426901,.10136452,.37426901,.007797271,.10136452,.015594542,.4834308,.92007798,.015594542,.038986355,.21832359,.43664718,.12475634,.23391813,.26510721,.10916179,.031189084,.038986355,.038986355,.031189084,.038986355,0,.47563353,.19493178,.023391813,.038986355,.10136452,.023391813,.031189084,3.0955167,.085769981,.023391813
9,2005,.014249074,.049871758,.0071245371,.035622686,.078369908,.0071245371,.0071245371,.37760046,.021373611,.28498149,0,.056996297,.014249074,.32772869,.61983472,.014249074,.014249074,.19948703,.22086065,.028498149,.23510972,.29923055,.14961527,.028498149,.028498149,.014249074,.014249074,.028498149,0,.44884583,.11399259,0,.028498149,.12111713,.049871758,.028498149,2.8355658,.049871758,.042747222
10,2005,.0070003499,.077003852,.04900245,.0140007,.056002799,.0280014,0,.25901294,.0140007,.18900946,.04900245,.084004201,.02100105,.3640182,.49002451,.02100105,.077003852,.140007,.2240112,.0280014,.11900595,.14700735,.09100455,.035001751,.070003502,.0420021,.0070003499,0,.0070003499,.42702135,.09100455,.02100105,.056002799,.056002799,.0420021,.0280014,2.6321316,.0280014,.0280014
11,2005,.05303432,.10606864,.045457989,.05303432,.060610652,.022728994,.037881657,.39396924,.015152663,.25001895,.015152663,.090915978,.05303432,.28032428,.39396924,.045457989,.1439503,.18183196,.30305326,.11364497,.17425562,.19698462,.045457989,.030305326,.015152663,.015152663,.030305326,.030305326,.015152663,.41669825,.098492309,.015152663,.030305326,.037881657,.068186983,.060610652,2.3183575,.060610652,.022728994
12,2005,0,.046896983,.1094263,.054713149,.16413943,.039080821,0,.18758793,.023448491,.33609504,.023448491,.093793966,.023448491,.39862436,.45333749,.031264655,.070345476,.17977177,.32827887,.10161013,.0859778,.11724246,.062529311,.0078161638,.093793966,.062529311,.0078161638,.0078161638,.015632328,.28138191,.10161013,.039080821,.054713149,.070345476,.015632328,.062529311,2.8607159,.031264655,.015632328
1,2006,.0075591505,.052914053,.068032354,.068032354,.037795752,.060473204,.022677451,.65764606,.030236602,.50646305,.015118301,.068032354,.030236602,.62740946,.79371077,.045354903,.075591505,.28724772,.41575328,.052914053,.12094641,.26457027,.037795752,.037795752,.037795752,.037795752,.015118301,.015118301,0,.71056014,.11338726,.022677451,.022677451,.083150655,.015118301,.083150655,2.7288532,.052914053,.052914053
2,2006,0,.040102664,.056143727,.032082129,.056143727,.024061598,0,.35290343,.040102664,.28071865,.088225856,.032082129,.048123196,.44914982,.59351939,.024061598,.072184794,.22457491,.28873917,.040102664,.10426693,.19249278,.072184794,.0080205323,.024061598,.016041065,.016041065,.024061598,0,.52133459,.12832852,.024061598,.040102664,.040102664,.040102664,.024061598,2.6547964,.088225856,.032082129
3,2006,.028899645,.10114876,.043349467,.036124557,.15172315,.021674734,.028899645,.57799292,.043349467,.26732174,.043349467,.072249115,.050574381,.49851888,.59244275,.021674734,.072249115,.35402066,.33234593,.050574381,.15172315,.2528719,.050574381,.014449823,.079474024,.028899645,0,.014449823,0,.60689259,.13004841,.014449823,.057799291,.079474024,.036124557,.079474024,2.7960408,.057799291,.043349467
4,2006,.037919004,.045502804,.022751402,.06825421,.11375701,.015167602,0,.47777948,.022751402,.21234643,.030335205,.060670409,.022751402,.40194145,.45502806,.0075838012,.037919004,.19717883,.37160626,.13650842,.10617322,.19717883,.11375701,.022751402,.045502804,.0075838012,.045502804,.022751402,0,.53086609,.06825421,.015167602,.0075838012,.13650842,.053086609,.06825421,2.4344001,.045502804,.030335205
5,2006,0,.053240035,.053240035,.053240035,.12169151,.053240035,.030422878,.6160633,.068451479,.39549741,.038028598,.068451479,.038028598,.49437177,.7073319,.022817159,.083662912,.15211439,.30422878,.091268636,.098874353,.19774871,.15211439,.038028598,.076057196,.022817159,.0076057194,0,.015211439,.52479464,.076057196,.030422878,.022817159,.11408579,.038028598,.053240035,2.6467905,.091268636,.030422878
6,2006,.0076740081,.099762104,.06906607,.046044048,.26091626,.038370039,.015348016,.54485458,0,.39904842,.023022024,.061392065,.015348016,.46044049,.65996468,.015348016,.084414087,.15348016,.4757885,.092088096,.23022024,.29928631,.06906607,.0076740081,.084414087,.038370039,.023022024,.030696033,.0076740081,.62926865,.12278413,.038370039,.030696033,.06906607,.023022024,.0076740081,2.801013,.030696033,.061392065
7,2006,.015919764,.023879647,.15123776,.031839527,.30247551,.047759295,.0079598818,.67658997,.031839527,.3979941,.055719174,.10347847,.079598822,.72434926,.77210855,.015919764,.031839527,.32635516,1.488498,.32635516,.49351269,.61291093,.1751174,.031839527,.039799411,.039799411,.023879647,.0079598818,0,.89946669,.19899705,.039799411,.015919764,.095518589,.031839527,.047759295,3.5899069,.047759295,.015919764
8,2006,.031713311,.087211609,.11099659,.063426621,.095139936,.031713311,0,.38848805,.039641641,.40434474,.055498295,.13478157,.031713311,.7452628,1.1416792,.023784984,.15063824,.26956314,1.4667406,.1427099,.11099659,.21406485,.15063824,.12685324,.095139936,.055498295,.031713311,.039641641,.015856655,.50741297,.11099659,.039641641,.039641641,.16649489,.0079283277,.031713311,3.480536,.079283282,.031713311
9,2006,.069220118,.12305799,.10767574,.076911241,.30764496,.053837869,.023073373,.46146747,.015382249,.59221661,.10767574,.16920474,.069220118,.66143668,.86140591,.015382249,.11536687,.20766036,.72296572,.29995385,.19227812,.23073374,.19227812,.053837869,.099984616,.03845562,.015382249,.030764498,.0076911245,.61528993,.18458699,.03845562,.099984616,.15382248,.053837869,.015382249,3.4302416,.11536687,.069220118
10,2006,.036579121,.087789893,.06584242,.051210769,.073158242,.058526594,.021947473,.98032045,.014631649,.29263297,.021947473,.095105715,.058526594,.55600262,.60721338,.043894947,.021947473,.1828956,.29994878,.058526594,.70963496,1.2217426,.15363231,.021947473,.073158242,.043894947,.0073158243,.029263297,.0073158243,.78279316,.11705319,.014631649,.080474064,.051210769,.12436901,.014631649,3.1165411,.021947473,.058526594
11,2006,.030857055,.077142633,.030857055,.02314279,.13114248,.030857055,.02314279,.43199876,.015428527,.18514232,0,.12342822,.02314279,.36257041,.38571319,.030857055,.061714109,.22371365,.43199876,.13114248,.23142791,.39342746,.092571162,.0077142636,.038571317,.046285581,.02314279,.015428527,.0077142636,.37799892,.13114248,.038571317,.038571317,.092571162,.02314279,.038571317,2.5148499,.046285581,.061714109
12,2006,0,.061895553,.046421662,.023210831,.08510638,.015473888,0,.43326885,.0077369441,.24758221,.061895553,.077369437,.046421662,.40232107,.57253385,.038684718,.069632493,.25531915,.56479692,.12379111,.23984526,.36363637,.069632493,.0077369441,.046421662,.015473888,0,.0077369441,0,.53384912,.1934236,0,.030947777,.10058027,.030947777,.030947777,2.6692457,.015473888,.023210831
1,2007,.023476016,.054777369,.1017294,.054777369,.11738008,.1017294,0,.39909226,.054777369,.19563346,.0078253383,.062602706,.046952032,.31301352,.50082165,.031301353,.086078726,.15650676,.43821895,.086078726,.16433211,.28953752,.21910948,.0078253383,.03912669,.0078253383,.046952032,.078253381,0,.39126691,.17998278,.023476016,.046952032,.070428044,.046952032,.0078253383,3.1536114,.031301353,.062602706
2,2007,.02508571,.11706664,.066895224,.033447612,.14215235,.033447612,.016723806,.58533323,.033447612,.45990467,.008361903,.091980934,.033447612,.39300945,.51843798,.016723806,.041809514,.16723806,.22577138,.10870474,.30939043,.39300945,.07525713,.05017142,.066895224,.041809514,0,0,0,.68567604,.25921899,.02508571,.033447612,.13379045,.016723806,.033447612,3.0102851,.02508571,.008361903
3,2007,.022609089,.045218177,.060290903,.045218177,.05275454,.05275454,.0075363629,.43710905,.060290903,.25623634,.0075363629,.060290903,.015072726,.3089909,.58783633,.030145451,.082899995,.12058181,.31652725,.075363629,.20348179,.31652725,.10550908,.022609089,.045218177,.045218177,.0075363629,.037681814,0,.41449997,.27130908,0,.045218177,.082899995,.030145451,.015072726,2.5472906,.067827269,.075363629
4,2007,0,.0590817,.025320729,.033760972,.033760972,.042201214,.0084402431,.38825119,.033760972,.19412559,.0084402431,.067521945,.0084402431,.30384874,.46421337,.025320729,.0590817,.18568535,.29540852,.084402427,.16036461,.30384874,.13504389,.050641458,.033760972,.042201214,.016880486,.0590817,0,.33760971,.12660365,.0084402431,.050641458,.12660365,.016880486,.050641458,2.5067523,.016880486,.0590817
5,2007,.0097465888,.029239766,.048732944,.019493178,.097465888,.029239766,0,.36062378,.038986355,.22417153,.0097465888,.058479533,0,.34113061,.50682259,.0097465888,.048732944,.13645224,.38986355,.10721248,.11695907,.13645224,.10721248,0,.029239766,.019493178,.0097465888,.0097465888,.0097465888,.46783626,.14619882,.019493178,.038986355,.12670565,.019493178,.0097465888,2.9239767,.0097465888,.058479533
6,2007,.0088183424,.061728396,.061728396,.026455026,.070546739,.035273369,.0088183424,.37037036,.044091709,.29100528,.026455026,.18518518,.017636685,.38800704,.54673719,.0088183424,.035273369,.21164021,.34391534,.11463845,.14991182,.29100528,.079365082,.044091709,.044091709,.026455026,0,.0088183424,.044091709,.44973546,.1058201,.044091709,.026455026,.17636684,.044091709,.0088183424,3.0952382,.035273369,.088183418
7,2007,.025447451,.13571973,.050894901,.042412419,.084824838,.042412419,0,.28840443,.050894901,.22054458,.025447451,.11875477,.025447451,.33081686,.7634235,.016964966,.050894901,.35626432,.27992195,.1017898,.16964968,.35626432,.16116719,.025447451,.042412419,.050894901,.050894901,.042412419,.0084824832,.44957164,.18661465,.025447451,.016964966,.18661465,.0084824832,.0084824832,3.1639664,.042412419,.042412419
8,2007,.031834461,.055710308,.023875846,.01591723,.079586156,.0079586152,0,.21488261,.01591723,.17508954,.01591723,.039793078,.0079586152,.22284123,.41384798,.023875846,.023875846,.15121369,.18304814,.087544769,.13529646,.25467569,.095503382,.047751691,.0079586152,.0079586152,.023875846,.023875846,0,.28651014,.18304814,.039793078,.01591723,.079586156,.0079586152,.0079586152,2.4035017,.031834461,.023875846
9,2007,.016507098,.13205679,.024760647,.016507098,.08253549,.033014197,.0082535492,.55298781,.033014197,.24760647,.024760647,.074281938,.033014197,.37966326,.47870585,.016507098,.057774842,.19808517,.4869594,.074281938,.23109937,.39617035,.074281938,.0082535492,.049521293,.033014197,.0082535492,.024760647,.024760647,.51997358,.17332453,.024760647,.08253549,.17332453,.041267745,.016507098,2.9795313,.049521293,.033014197
10,2007,.040653713,.065045938,.040653713,.056915198,.065045938,.024392227,.024392227,.51223677,.065045938,.28457597,.0081307422,.065045938,.016261484,.40653712,.43092933,.016261484,.040653713,.3252297,.51223677,.13009188,.18700707,.36588341,.056915198,.024392227,.065045938,.040653713,.024392227,.040653713,.040653713,.59354419,.073176682,.032522969,.12196113,.47158307,.016261484,.048784453,3.2279048,.065045938,.073176682
11,2007,0,.051599588,.060199518,.025799794,.034399725,.017199863,.017199863,.3869969,0,.15479876,.0085999314,.068799451,.017199863,.39559683,.42999655,.017199863,.0085999314,.29239765,.18059856,.10319918,.14619882,.18919848,.060199518,.0085999314,.042999655,0,.0085999314,.017199863,.0085999314,.31819746,.11179911,0,.025799794,.25799793,.017199863,.017199863,2.5455797,.017199863,.025799794
12,2007,.0086918734,.069534987,.1303781,.02607562,.1303781,.043459367,.02607562,.34767494,.069534987,.30421555,.0086918734,.086918734,.017383747,.47805303,.6084311,.05215124,.017383747,.13906997,.4519774,.1303781,.11299435,.20860496,.1303781,0,.069534987,.034767494,0,.02607562,.02607562,.53889614,.11299435,0,.078226857,.15645371,.0086918734,.0086918734,2.7900913,.11299435,.017383747
1,2008,.017809439,.053428318,.026714159,.062333036,.12466607,.080142476,.0089047197,.3205699,.044523597,.22261798,.0089047197,.097951911,.0089047197,.34728405,.42742655,.035618879,.053428318,.28495103,.47195014,.071237758,.16028495,.19590382,.071237758,.017809439,.044523597,.026714159,0,.035618879,.0089047197,.3205699,.16028495,.0089047197,.026714159,.053428318,.035618879,0,2.6892252,.080142476,.053428318
2,2008,.036343813,.081773579,.054515719,0,.090859532,.036343813,0,.29983646,.054515719,.24532074,.02725786,.10903144,.036343813,.35435218,.37252408,.0090859532,.081773579,.11811739,.38161004,.063601673,.099945486,.12720335,.036343813,0,.036343813,.0090859532,0,0,.018171906,.39978194,.081773579,0,.018171906,.20897692,.02725786,.072687626,2.6985281,.054515719,.081773579
3,2008,.025757706,.034343608,.068687215,.077273116,.094444923,.017171804,.017171804,.32626426,.20606165,.13737443,0,.060101315,.017171804,.31767836,.30050656,.017171804,.077273116,.15454623,.47222459,.060101315,.10303082,.12020263,.068687215,.017171804,.060101315,0,.0085859019,0,.0085859019,.30909246,.10303082,.0085859019,.042929512,.17171805,.085859023,.042929512,2.3181934,.21464755,.025757706
4,2008,.017983994,.0089919968,.026975991,.026975991,.044959985,.017983994,.0089919968,.26975992,.06294398,.098911971,.0089919968,.044959985,.0089919968,.23379193,.35068789,0,.017983994,.10790396,.37766388,.035967987,.12588796,.26975992,.053951982,0,.017983994,0,0,.017983994,0,.26975992,.071935974,.0089919968,.0089919968,.044959985,0,.053951982,2.2929592,.044959985,.11689597
5,2008,.026742734,.071313962,.035656981,.044571225,.044571225,0,.017828491,.47245499,.098056696,.19611339,.0089142453,.044571225,.026742734,.23177037,.28525585,.017828491,.044571225,.20502764,.46354073,.089142449,.10697094,.23177037,.071313962,.017828491,.053485468,.017828491,.017828491,0,0,.37439829,.18719915,.035656981,.10697094,.12479943,.026742734,.026742734,2.1929042,.080228202,.089142449
6,2008,.0094580539,.066206373,.056748319,.037832215,.094580539,.02837416,.0094580539,.30265772,.02837416,.27428356,.02837416,.066206373,.0094580539,.33103186,.53910905,.0094580539,.037832215,.15132886,.48236072,.16078691,.1418708,.25536746,.066206373,.037832215,.075664431,.018916108,0,.047290269,.0094580539,.31211576,.056748319,.018916108,.047290269,.1418708,.02837416,.0094580539,2.4590938,.02837416,.066206373
7,2008,.029041626,.058083251,.048402712,.048402712,.087124877,.087124877,.0096805422,.55179089,.1161665,.45498547,0,.077444337,.048402712,.63891578,.60019362,0,.038722169,.27105519,.42594385,.077444337,.26137462,.24201356,.058083251,.019361084,.058083251,.0096805422,.0096805422,.019361084,0,.62923521,.077444337,.019361084,.067763798,.20329139,.019361084,.029041626,2.7783155,.087124877,.14520814
8,2008,.00899038,.03596152,.12586533,.03596152,.11687494,0,0,.39557675,.00899038,.35961521,.026971141,.053942282,.080913424,.71024007,.40456712,.00899038,.01798076,.29668254,.18879798,.080913424,.15283647,.14384608,.062932663,.00899038,.044951901,0,.01798076,.044951901,.00899038,.97096109,.062932663,.01798076,.053942282,.10788456,.01798076,.16182685,2.5352871,.03596152,.03596152
9,2008,.018438278,.064533971,.046095695,.036876556,.10141053,.018438278,.027657418,.41486126,.082972251,.32266986,.027657418,.073753111,.018438278,.4240804,.52549094,.064533971,.046095695,.331889,.2120402,.064533971,.19360192,.36876556,.10141053,.027657418,.046095695,.0092191389,.0092191389,.036876556,.018438278,.83894163,.018438278,.036876556,.055314835,.046095695,.055314835,.1659445,2.655112,.11062967,.027657418
10,2008,0,0,.036166366,.018083183,.036166366,.018083183,0,.25316456,.036166366,.10849909,.0090415915,.09041591,.0090415915,.28028932,.27124774,.027124774,.018083183,.21699819,.18083182,.072332732,.15370706,.29837251,.081374325,0,.018083183,.0090415915,.0090415915,0,0,.47016275,.081374325,.0090415915,.099457502,.11754069,.045207955,.06329114,1.835443,.081374325,.036166366
11,2008,.038610037,.10617761,.067567565,.038610037,.057915058,.019305019,.0096525094,.27992278,.096525095,.13513513,.019305019,.057915058,.077220075,.32818532,.33783785,.028957529,.057915058,.32818532,.31853282,.096525095,.11583012,.17374517,.077220075,.057915058,.057915058,.019305019,.038610037,0,.019305019,.52123553,.10617761,.019305019,.038610037,.096525095,.0096525094,.048262548,2.2779922,.096525095,.057915058
12,2008,0,.072246879,.041283932,0,.082567863,.010320983,0,.25802457,.010320983,.11353081,.041283932,.051604912,.030962948,.29930851,.37155536,.030962948,.010320983,.83599961,.49540716,.082567863,.072246879,.12385179,.041283932,.020641966,.020641966,.041283932,.010320983,.030962948,.010320983,.40251833,.15481474,.020641966,.061925896,.10320982,.041283932,.061925896,2.5492828,.030962948,.010320983
1,2009,0,.040229306,.040229306,.010057326,.080458611,.030171981,0,.26149049,.010057326,.11063059,.040229306,.070401289,0,.45257971,.31177711,.020114653,.070401289,.23131852,1.0660766,.090515941,.090515941,.10057326,.040229306,0,.070401289,.020114653,.010057326,.010057326,.020114653,.25143316,.22126119,.020114653,.050286632,.11063059,.030171981,.070401289,2.1422105,.060343962,.010057326
2,2009,.053896733,.032338042,.064676084,.043117385,.075455427,.021558693,.010779346,.35571843,.064676084,.1401315,0,.064676084,.010779346,.30182171,.31260106,0,.10779347,.32338041,.42039451,.010779346,.18324889,.33415976,.10779347,.021558693,.053896733,.010779346,.010779346,0,0,.43117386,.1401315,.010779346,.021558693,.075455427,0,.032338042,2.1989868,.064676084,.021558693
3,2009,0,.029815147,.079507053,.019876763,.049691912,.029815147,.0099383816,.24845955,.0099383816,.14907573,0,.049691912,.019876763,.22858278,.29815146,.0099383816,.029815147,.23852117,.29815146,.049691912,.12919897,.17889088,.11926059,.019876763,.029815147,.0099383816,0,.019876763,.019876763,.34784338,.059630293,.029815147,.029815147,.079507053,.019876763,.019876763,1.9976147,.069568671,.029815147
4,2009,.010576415,.04230566,.010576415,.02115283,.11634056,.031729244,.010576415,.44420943,.04230566,.16922264,.02115283,.052882072,.02115283,.38075092,.46536225,.02115283,.052882072,.32786885,.23268113,.063458487,.2961396,.46536225,.1480698,.02115283,.010576415,0,.010576415,.02115283,.010576415,.5922792,.052882072,.04230566,.095187731,.084611319,.02115283,.04230566,2.4114225,.063458487,.031729244
5,2009,.010307153,.030921459,.051535767,.010307153,.092764378,.030921459,0,.32982889,.020614306,.072150074,0,.082457222,0,.30921459,.29890743,.082457222,.020614306,.27829313,.37105751,.092764378,.35044321,.52566481,.092764378,0,.041228611,.010307153,.010307153,0,.010307153,.45351472,.13399298,.010307153,.051535767,.082457222,0,0,2.7107813,.051535767,.010307153
6,2009,.011191942,0,.033575825,.078343593,.022383884,.044767767,0,.47006157,.033575825,.14549525,0,.067151651,0,.4029099,.31337437,.033575825,.033575825,.17907107,.47006157,.12311136,.17907107,.54840517,.10072748,0,.055959709,0,.033575825,.022383884,0,.52602124,.11191942,0,.011191942,.078343593,.022383884,.044767767,2.506995,.067151651,.011191942
7,2009,.066203244,.088270992,.088270992,.011033874,.15447423,.033101622,0,.45238882,.066203244,.099304862,.022067748,.044135496,0,.37515172,.40825334,.066203244,.088270992,.23171136,.35308397,.18757586,.25377911,.47445658,.088270992,.05516937,.077237114,.05516937,.011033874,.011033874,0,.52962595,.077237114,.044135496,.099304862,.05516937,.022067748,.099304862,2.3943508,.15447423,.033101622
8,2009,.044588119,.044588119,.01114703,.044588119,.078029208,.022294059,.01114703,.37899899,.055735145,.12261732,.01114703,.022294059,0,.26752871,.31211683,.033441089,.089176238,.13376436,.20064653,.022294059,.14491138,.39014602,.21179356,.022294059,.022294059,.022294059,.01114703,.01114703,0,.44588116,.022294059,.022294059,.066882178,.044588119,.022294059,.033441089,2.1067886,.078029208,.01114703
9,2009,.03203759,.053395983,.07475438,.064075179,.13882956,.042716786,.021358393,.61939341,.03203759,.48056385,.03203759,.096112773,.010679197,.59803504,.67278939,.07475438,.042716786,.23494233,.54463905,.064075179,.11747117,.34173429,.12815036,.021358393,.010679197,.03203759,.010679197,.053395983,.010679197,.79026055,.085433573,.064075179,.042716786,.085433573,.021358393,.021358393,2.6164033,.07475438,.085433573
10,2009,.020443628,.08177451,.051109068,.10221814,.13288358,.071552694,.010221814,.45998159,.010221814,.25554535,.09199632,.03066544,.010221814,.48042524,.44975978,.010221814,.03066544,.37820709,.33731985,.051109068,.19421445,.29643258,.13288358,.020443628,.061330881,.09199632,0,.020443628,.03066544,.73597056,.11243995,.010221814,.040887255,.12266176,.051109068,.040887255,2.7803333,.071552694,.051109068
11,2009,.021500753,.053751882,.11825414,.10750376,.12900451,.010750377,.021500753,.37626317,.086003013,.17200603,.086003013,.064502254,0,.2687594,.27950978,.010750377,.053751882,.21500753,.36551279,.043001506,.12900451,.2687594,.11825414,.010750377,.043001506,.010750377,.010750377,.032251127,.032251127,.5375188,.16125564,.032251127,.032251127,.11825414,.032251127,.021500753,2.3220813,.075252637,.021500753
12,2009,.010912266,.098210387,.098210387,.054561328,.14185946,.054561328,0,.43649063,.021824531,.20733304,.19642077,.076385856,.021824531,.40375382,.63291138,.010912266,.032736797,.33828023,.32736796,.10912266,.19642077,.28371891,.054561328,.021824531,.25098211,.065473594,0,.054561328,0,.55652553,.14185946,.032736797,.032736797,.065473594,0,.021824531,2.9681361,.032736797,.021824531
1,2010,.010881393,.076169752,.021762786,.065288357,.097932532,.021762786,.010881393,.46789989,.065288357,.21762785,.10881393,.043525573,.010881393,.36996734,.67464638,.043525573,.054406963,.19586506,.36996734,.043525573,.18498367,.22850925,.11969532,0,.18498367,.021762786,0,.021762786,0,.40261152,.21762785,.021762786,.043525573,.1523395,.13057671,.010881393,2.8073993,.032644179,0
2,2010,.034993585,.046658114,.034993585,.058322642,.058322642,.011664528,.023329057,.58322638,.034993585,.29161319,.023329057,.081651695,.011664528,.29161319,.57156187,.023329057,.023329057,.24495509,.33827132,.058322642,.081651695,.23329057,.081651695,.011664528,.081651695,.011664528,.034993585,.011664528,.011664528,.5015747,.19829698,.034993585,.06998717,.23329057,.12830982,.058322642,2.4728799,.023329057,.011664528
3,2010,.01091703,.032751091,.032751091,.065502182,.054585151,.032751091,.043668121,.39301309,.043668121,.17467248,.043668121,.054585151,0,.2838428,.36026201,0,.043668121,.21834061,.41484717,.043668121,.15283842,.20742358,.12008733,.01091703,.087336242,.043668121,0,.021834061,.01091703,.64410478,.1091703,.054585151,.065502182,.076419212,.054585151,.043668121,2.106987,.021834061,.032751091
4,2010,.011174433,.055872165,.067046598,.078221031,.1340932,.033523299,.11174433,.62576824,.022348866,.21231422,.044697732,.1005699,.022348866,.25701195,.27936083,.011174433,.022348866,.27936083,.33523297,.067046598,.089395463,.5140239,.21231422,.044697732,.078221031,.044697732,0,.022348866,.011174433,.87160575,.1005699,.044697732,.17879093,.15644206,.089395463,.14526762,2.5477707,.011174433,.067046598
5,2010,.010806138,.06483683,.06483683,.22692889,.12967366,.043224551,0,.66998053,.043224551,.18370435,.021612275,.18370435,.043224551,.35660255,.44305167,.021612275,.05403069,.31337801,.39982709,.06483683,.27015343,.48627621,.16209207,.021612275,.032418415,.021612275,.032418415,.010806138,.05403069,.6483683,.05403069,.075642966,.1728982,.29176572,.010806138,.021612275,2.9392695,.05403069,.021612275
6,2010,.011376564,.14789534,.1251422,.23890784,.18202503,.056882821,.034129694,.44368601,.068259388,.18202503,.022753129,.034129694,.045506258,.31854379,.53469855,.034129694,.034129694,.1592719,1.2286689,.068259388,.1592719,.29579067,.30716723,.034129694,.056882821,.034129694,.045506258,.022753129,.011376564,.51194537,.11376564,.10238907,.022753129,.9215017,.056882821,.011376564,3.265074,.034129694,.022753129
